character_slug,move_id,move_name,input,move_group,startup,active,recovery,total,hit_adv,block_adv,cancel,damage,starter_scaling,drive_gain_hit,drive_loss_guard,drive_loss_punish,sa_gain,attribute,notes_official
ed,ed_001_5_lp,立ち弱P（ジャブ）,5LP,normals,4,4-6,7,,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応
ed,ed_002_5_lk,立ち弱K（フリッカー）,5LK,normals,6,6-7,13,,3,-3,,300,始動補正20%,250,-500,-2000,300,上,
ed,ed_003_5_mp,立ち中P（ボディブロー）,5MP,normals,7,7-9,15,,6,-1,C,600,,1500,-3000,-4000,500,上,
ed,ed_004_5_mk,立ち中K（ヒットマンフリッカー）,5MK,normals,10,10-11,16,,0,-5,C,600,,1500,-3000,-4000,700,上,空振り時硬直4F増加
ed,ed_005_5_hp,立ち強P（ソリッドナックル）,5HP,normals,10,10-13,18,,5,-2,C,800,,2000,-5000,-8000,1000,上,強制立ち効果 | ボタンをホールドする事でサイコナックルに移行 | ホールド中、キルステップ（前方）にキャンセル可能 | 30F以上ボタンを押して離すとLv1が発動 | 60F以上ボタンを押し続けるとLv2が発動
ed,ed_006_5_hk,立ち強K（ライジングフリッカー）,5HK,normals,10,10-12,12,,8,4,C,800,,3000,-6000,-10000,1000,上,
ed,ed_007_2_lp,しゃがみ弱P（アンダーブロー）,2LP,normals,4,4-6,10,,3,-3,,200,始動補正20%,250,-500,-2000,300,下,連打キャンセル対応
ed,ed_008_2_lk,しゃがみ弱K（ジャブフリッカー）,2LK,normals,5,5-6,12,,2,-4,C,300,始動補正20%,250,-500,-2000,300,上,
ed,ed_009_2_mp,しゃがみ中P（アンダーフック）,2MP,normals,8,8-10,19,,2,-6,C,500,始動補正20%,1000,-2000,-4000,500,下,
ed,ed_010_2_mk,しゃがみ中K（オーバーフリッカー）,2MK,normals,9,9-10,16,,8,-1,C,600,,1500,-3000,-4000,600,上,空振り時硬直3F増加 | 強制立ち効果
ed,ed_011_2_hp,しゃがみ強P（ローフックパンチ）,2HP,normals,10,10-13,24,,D,-12,,900,,3000,-4000,-10000,1000,下,パニッシュカウンター時ダウン時間増加、ハードノックダウン
ed,ed_012_2_hk,しゃがみ強K（ローフリッカー）,2HK,normals,12,12-13,19,,-1,-6,C,800,,2000,-4000,-8000,1000,上,空振り時硬直2F増加
ed,ed_013_j_lp,ジャンプ弱P（エアナックル）,j.LP,normals,5,5-9,着地後3,,,,,300,,500,-1500,-2000,300,中,
ed,ed_014_j_lk,ジャンプ弱K（アンダーフリッカー）,j.LK,normals,8,8-10,着地後3,,,,,300,,500,-1500,-2000,300,中,
ed,ed_015_j_mp,ジャンプ中P（バーティカルナックル）,j.MP,normals,8,8-13,着地後3,,,,,500,,1000,-2500,-4000,500,中,めくり性能
ed,ed_016_j_mk,ジャンプ中K（ミドルフリッカー）,j.MK,normals,10,10-11,着地後3,,,,,700,,1000,-3000,-4000,500,中,
ed,ed_017_j_hp,ジャンプ強P（ソリッドダイブ）,j.HP,normals,9,9-13,着地後3,,,,,800,,2000,-4000,-5000,1000,中,空中カウンター/パニッシュカウンター時叩きつけダウン
ed,ed_018_j_hk,ジャンプ強K（ハイフリッカー）,j.HK,normals,8,8-9,着地後3,,,,,800,,2000,-4000,-5000,1000,中,空中ヒット時吹き飛びダウン
ed,ed_019_hp,サイコナックル(Lv1),HP,command_normals,39,39-53,35,,D,※-2,,800,始動補正20%,3000,-6000,-10000,1000,上,ヒット時に膝崩れダウンに＋41 | ※画面端でガードさせた時は+2
ed,ed_020_hp,サイコナックル(Lv2),HP,command_normals,69,69-83,35,,D,4,,1200,始動補正20%,4000,-8000,-12000,1200,上,ヒット時に膝崩れダウンに＋41 | 飛び道具相殺判定あり（1回）
