character_slug,move_id,move_name,input,move_group,startup,active,recovery,total,hit_adv,block_adv,cancel,damage,starter_scaling,drive_gain_hit,drive_loss_guard,drive_loss_punish,sa_gain,attribute,notes_official
sagat,sagat_001_5_lp,立ち弱P（タイガージャブ）,5LP,normals,5,5-7,11,,4,-3,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応
sagat,sagat_002_5_lk,立ち弱K（ローキック）,5LK,normals,7,7-8,15,,-1,-4,C,400,始動補正20%,250,-500,-2000,300,上,空振り時硬直2F増加
sagat,sagat_003_5_mp,立ち中P（タイガーソーク）,5MP,normals,6,6-9,15,,6,2,,600,,2000,-3000,-4000,700,上,
sagat,sagat_004_5_mk,立ち中K（ミドルキック）,5MK,normals,11,11-14,19,,3,-3,,700,,2000,-4000,-6000,700,上,
sagat,sagat_005_5_hp,立ち強P（タイガーストレート）,5HP,normals,15,15-18,22,,0,-5,,800,,3000,-6000,-8000,1000,上,空振り時硬直3F増加
sagat,sagat_006_5_hk,立ち強K（ハイキック）,5HK,normals,10,10-15,21,,1,-5,C,900,始動補正20%,2000,-6000,-8000,1000,上,空振り時硬直4F増加 | 強制立ち効果
sagat,sagat_007_2_lp,しゃがみ弱P（ローナックル）,2LP,normals,4,4-5,10,,5,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応
sagat,sagat_008_2_lk,しゃがみ弱K（ローカーフ）,2LK,normals,5,5-7,12,,1,-3,,200,始動補正20%,250,-500,-2000,300,下,連打キャンセル対応
sagat,sagat_009_2_mp,しゃがみ中P（ミドルフック）,2MP,normals,7,7-9,16,,4,-1,C,600,,1500,-3000,-4000,500,上,ガード時硬直1F増加 | 空振り時硬直3F増加
sagat,sagat_010_2_mk,しゃがみ中K（タイガースラストキック）,2MK,normals,9,9-11,18,,5,-2,,600,始動補正20%,2000,-2000,-6000,600,下,
sagat,sagat_011_2_hp,しゃがみ強P（グランドストレート）,2HP,normals,11,11-14,21,,1,-5,C,800,,2000,-5000,-8000,1000,上,
sagat,sagat_012_2_hk,しゃがみ強K（タイガーキック）,2HK,normals,11,11-13,26,,D,-12,,900,,3000,-4000,-10000,1000,下,パニッシュカウンター時ダウン時間増加、ハードノックダウン
sagat,sagat_013_j_lp,ジャンプ弱P（ジャンピングジャブ）,j.LP,normals,4,4-10,着地後3,,,,,300,,500,-1500,-2000,300,中,
sagat,sagat_014_j_lk,ジャンプ弱K（ジャンピングタイガードロップ）,j.LK,normals,5,5-14,着地後3,,,,,300,,500,-1500,-2000,300,中,めくり性能
sagat,sagat_015_j_mp,ジャンプ中P（ジャンピングアッパー）,j.MP,normals,8,8-12,着地後3,,,,,700,,1000,-3000,-4000,500,※ 中,※ガード時のみ2段目が上段判定 | 空中ヒット時吹き飛びダウン
sagat,sagat_016_j_mk,ジャンプ中K（ジャンピングタイガーキック）,j.MK,normals,8,8-15,着地後3,,,,,700,,1000,-2500,-4000,500,中,
sagat,sagat_017_j_hp,ジャンプ強P（ジャンピングヘビーエルボー）,j.HP,normals,10,10-15,着地後3,,,,,800,,2000,-4000,-5000,1000,中,空中ヒット時叩きつけダウン
sagat,sagat_018_j_hk,ジャンプ強K（ジャンピングタイガーハイキック）,j.HK,normals,10,10-15,着地後3,,,,,800,,2000,-4000,-5000,1000,中,空中ヒット時吹き飛びダウン
