row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
36,Specials,special,sagat_236lpmp,236LPMP or 236LPHP,Low Tiger Shot,400x2,12,-,32,44,KD +52,-1,LH,SA2 SA3,12,100x2,20% Starter (1st); Combo (2 hits),KD +52,-11,,,,,,32 total,"9,10",1250x2,[2500x2],-20000,300x2 (210x2),150x2 (75x2),,,,,,"0,3","0,2","4,5",0.14,,,SF6_Sagat_236lpmp.png,SF6_Sagat_236lpmp_hitbox.png,"Fast 2-hit OD projectile; can hit crouching opponents; can be used while a meterless Tiger Shot is still on-screen; the projectile travels low to the ground, preventing many low profile attacks from avoiding it (e.g. Kimberly's slide, A.K.I.'s Sinister Slide); Sagat is in a crouching state for the entire move duration with crouch-sized hurtboxes; puts opponents into a limited juggle state; extends a slight projectile invincible arm hurtbox on frames 16-37 and a leg hurtbox on frames 12-44; topmost hurtboxes are vulnerable only to air attacks on frames 1-44 (more vulnerable to jump-ins despite crouching) and are projectile invincible on frames 1-29 to avoid High Tiger Shot (frames 30-44 are still vulnerable); starter scaling does not apply if only the 2nd hit connects (e.g. clashing with 1-hit OD fireball or breaking Drive Impact armor)",supercombo_only,,,,,,,
43,Specials,special,sagat_623hp_hold,623[HP],Tiger Uppercut (hold),"1800,1000 (1700)",35,10,40+15 land,99,HKD +23 Splat,-45,LH,SA3,22,450,,HKD +23 Splat,-63,,,,,,20,20(13),10000,[15000],"3000,5000","1500,2000 (1050,1400)",750 (375),"1-9, 28-38 Air",,39-84 (FKD),2.60 (2.38),,1,1,99,,,,SF6_Sagat_623hp_hold.png,"SF6_Sagat_623hp_hold_hitbox_preview.png, SF6_Sagat_623hp_hold_hitbox_1.png, SF6_Sagat_623hp_hold_hitbox_2.png, SF6_Sagat_623hp_hitbox_3.png, SF6_Sagat_623p_hitbox_4.png, SF6_Sagat_623p_hitbox_5.png",Button must be held 24f for fully charged version; causes a wall splat on hit that leaves Sagat at a fixed distance (no follow-up combo); deals 1100 less damage on active frames 4-10 with no wallsplat animation (KD +29 on active frame 4); cannot hit cross-up; 1st hit puts opponent into a limited juggle state (allows SA3 cancel on active frames 1-3 only),supercombo_only,,,,,,,
53,Specials,special,sagat_214k_6lk,214K~6LK,Mighty Tiger,800,15,3,22,39,+3,-5,H,SA3,53~67 / 15,200,20% Starter,KD +25,-23,,,,,28,20,11,2000,[5000],2000,600 (420),300 (150),,,,1.73,,2,1,5,,,,SF6_Sagat_214k_6lk.png,SF6_Sagat_214k_6lk_hitbox.png,"Mixup tool that is unsafe on block; the threat of overhead makes ~6MK follow-up stronger while the threat of a frame trap makes ~6HK follow-up stronger; safe vs. Burnout but no longer frame traps (unless the 6LK input is delayed from 214LK/MK); puts airborne opponents into a limited juggle state (e.g. after Counter-hit 214LK/MK); causes immediate knockdown on Counter-hit/Punish Counter; loses to reversal Drive Impact after blocked 214LK/MK (but safe after 214HK unless the 6LK input is delayed); if used from a 2-light chain, opponent is in range for Throw or 2LK~5LP chain (too far if starting with 3-light chain)",supercombo_only,,,,,,,
54,Specials,special,sagat_214kk_6lk,214KK~6LK,Mighty Tiger,800,15,3,22,39,+3,-5,H,SA2 SA3,66~69 / 15,200,20% Starter,KD +25,-23,,,,,28,20,11,2000,[5000],,600 (420),300 (150),,,,1.73,,2,1,5,,,,SF6_Sagat_214k_6lk.png,SF6_Sagat_214k_6lk_hitbox.png,"Mixup tool that is unsafe on block; the threat of overhead makes ~6MK follow-up stronger while the threat of a frame trap makes ~6HK follow-up stronger; safe vs. Burnout but no longer frame traps, making it a weak option; puts airborne opponents into a limited juggle state (e.g. after DI wallsplat juggle); causes immediate knockdown on Counter-hit/Punish Counter; safe to reversal Drive Impact after blocked 214KK unless the 6LK input is delayed",supercombo_only,,,,,,,
55,Specials,special,sagat_214k_6mk,214K~6MK,Greedy Tiger,1000,17,3,17(19),36(38),KD +48 (-19/-17 crouch),+4 (-26/-24 crouch),LH,SA3,59~73 / 19,250,Combo (2 hits),KD +48(+51*) (-13 crouch),-18,,,,,,24,15,8000,[5000],3000,600 (420),300 (150),,,,1.85,,3,2,5,,,,SF6_Sagat_214k_6mk.png,SF6_Sagat_214k_6mk_hitbox.png,"Whiffs on crouching opponents; 2f extra recovery on whiff; puts opponent into a limited juggle state (only allows 623LP/PP juggle in the corner, or 623MP from CH/PC 214LK/MK launch); frame data vs. crouch from 214LK/214MK: -19 oH / -26 oB / KD +51 onPC launch; frame data vs. crouch from 214HK: -17 oH / -24 oB / -13 onPC (214HK keeps opponent crouching on Punish Counter); safe to reversal Drive Impact after blocked 214K; 5f blockstring gap after 214LK/MK (loses to reversal standing/crouching 4f normals); 3f blockstring gap after 214HK (frame trap vs. standing normals but still loses to reversal crouching normals); risky to attempt on block, but the threat of the overhead and frame trap from ~6LK follow-up can condition opponents to stand block or parry; opponent cannot walk back out of throw range on block",supercombo_only,,,,,,,
56,Specials,special,sagat_214kk_6mk,214KK~6MK,Greedy Tiger,1000,17,3,17(19),36(38),KD +48 (-17 crouch),+4 (-24 crouch),LH,SA2 SA3,72~76 / 19,250,Combo (2 hits),KD +48 (-13 crouch),-18,,,,,,24,15,8000,[5000],,600 (420),300 (150),,,,1.85,,3,2,5,,,,SF6_Sagat_214k_6mk.png,SF6_Sagat_214k_6mk_hitbox.png,"Whiffs on crouching opponents; 2f extra recovery on whiff; puts opponent into a limited juggle state (only allows 623LP/PP juggle in the corner); frame data vs. crouch from 214KK: -17 oH / -24 oB / -13 onPC; safe to reversal Drive Impact after blocked 214KK; 3f blockstring gap after 214KK (frame trap vs. standing normals but still loses to reversal crouching normals); risky to attempt on block, but the threat of the overhead and frame trap from ~6LK follow-up can condition opponents to stand block or parry; opponent cannot walk back out of throw range on block",supercombo_only,,,,,,,
57,Specials,special,sagat_214k_6hk,214K~6HK,Nova Tiger,800,21,3,19,42,KD +62,+2,LH,SA3,65~74 / 19,200,Combo (2 hits),KD +62,-20,,,,,,24,15,3000,[5000],2000,600 (420),300 (150),,,,2.39 (2.09),,2,1,5,,,,SF6_Sagat_214k_6hk.png,SF6_Sagat_214k_6hk_hitbox.png,"Connects on both standing/crouching opponents; launches opponent into a limited juggle state; only combos naturally from 214HK (requires juggle state for LK/MK versions, like a CH/PC Tiger Nexus); after blocked 214LK/MK, interruptible 9f blockstring gap (5f gap vs. Burnout, loses to 4f normals); after blocked 214HK, interruptible 7f blockstring gap (frame trap vs. Burnout); unsafe to reversal Drive Impact and susceptible to Perfect Parry on reaction (becomes DI-safe from 214HK if opponent delays it by 2f or longer); opponent is left inside throw range on block (but Sagat cannot shimmy an immediate throw tech)",supercombo_only,,,,,,,
58,Specials,special,sagat_214kk_6hk,214KK~6HK,Nova Tiger,800,21,3,19,42,KD +62,+2,LH,SA2 SA3,76 / 19,200,Combo (2 hits),KD +62,-20,,,,,,24,15,3000,[5000],,600 (420),300 (150),,,,2.39 (2.09),,2,1,5,,,,SF6_Sagat_214k_6hk.png,SF6_Sagat_214k_6hk_hitbox.png,"Connects on both standing/crouching opponents; launches opponent into a limited juggle state; combos naturally from 214KK; after blocked 214KK, interruptible 7f blockstring gap (frame trap vs. Burnout); unsafe to reversal Drive Impact and susceptible to Perfect Parry on reaction (becomes DI-safe from 214KK if opponent delays it by 2f or longer); opponent is left inside throw range on block (but Sagat cannot shimmy an immediate throw tech)",supercombo_only,,,,,,,
61,Supers,super,sagat_214214k_5,214214K~5,Savage Tiger Raid<br>(Damage),3000,10,5,73,87,HKD +4,-58,LH,-,,,40% Minimum,HKD +4,-76,,,,,,20,13,5000,10000,,-20000,-20000,1-14 Full,Break,,2.30 (1.87),,,,99,,,,SF6_Sagat_214214k_5.png,,Highest damage variant of SA2; leaves the opponent far away with no oki; has significant corner carry (over 1/2 screen),supercombo_only,,,,,,,
62,Supers,super,sagat_214214k_6,214214K~6,Savage Tiger Zenith<br>(Launcher),1700,10,5,73,87,HKD +53,-58,LH,-,,,40% Minimum; 50% Starter; Combo (4 hits),HKD +53,-76,,,,,,20,13,5000,10000,,-20000,-20000,1-14 Full,Break,,2.30 (1.87),,2 (Forced),2,99,,,,SF6_Sagat_214214k_6.png,,"Launches the opponent into a limited juggle state (juggle counter is always set to 2 regardless of previous juggle state); Hard Knockdown if the opponent hits the ground instead of being juggled; useful for corner carry, building back some Super gauge, and getting a good mix of damage + oki (but usually results in less damage than Tiger Raid)",supercombo_only,,,,,,,
