dataset,source,snapshot_id,source_row_id,raw_source_token,reason_codes,raw_excerpt,move_id,character_slug,move_name,input,move_group,table_index,binding_class,publish_eligible,confirmation_status,candidate_move_ids,collision_group,conflicting_move_ids
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:通常技:012:しゃがみ強p_孔雀掌,,official_active_ambiguous,"{""active"":""11-23 11-13, 19-23"",""block_adv"":""-3"",""input"":""2HP"",""move_group"":""normals"",""move_name"":""しゃがみ強P（孔雀掌）"",""recovery"":""18"",""startup"":""11""}",chunli_011_2_hp,chunli,しゃがみ強P（孔雀掌）,2HP,normals,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:通常技:016:ジャンプ中p_落昇旋,,official_active_ambiguous,"{""active"":""7-21 7-10, 17-21"",""input"":""j.MP"",""move_group"":""normals"",""move_name"":""ジャンプ中P（落昇旋）"",""recovery"":""着地後3"",""startup"":""7""}",chunli_015_j_mp,chunli,ジャンプ中P（落昇旋）,j.MP,normals,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:特殊技:034:蓮掌,,official_active_ambiguous,"{""active"":""23-32 23-24, 31-32"",""block_adv"":""-3"",""input"":""HP"",""move_group"":""command_normals"",""move_name"":""蓮掌"",""recovery"":""19"",""startup"":""23""}",chunli_032_hp,chunli,蓮掌,HP,command_normals,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:043:弱_百裂脚,,official_active_ambiguous,"{""active"":""5-20 5-6, 12-13, 19-20"",""block_adv"":""-8"",""input"":""236LK"",""move_group"":""specials"",""move_name"":""弱 百裂脚"",""recovery"":""20"",""startup"":""5""}",chunli_040_2_3_6_lk,chunli,弱 百裂脚,236LK,specials,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:044:中_百裂脚,,official_active_ambiguous,"{""active"":""12-32 12-13, 18-19, 24-25, 31-32"",""block_adv"":""-8"",""input"":""236MK"",""move_group"":""specials"",""move_name"":""中 百裂脚"",""recovery"":""22"",""startup"":""12""}",chunli_041_2_3_6_mk,chunli,中 百裂脚,236MK,specials,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:045:強_百裂脚,,official_active_ambiguous,"{""active"":""23-47 23-24, 28-29, 32-33, 38-39, 46-47"",""block_adv"":""-3"",""input"":""236HK"",""move_group"":""specials"",""move_name"":""強 百裂脚"",""recovery"":""15"",""startup"":""23""}",chunli_042_2_3_6_hk,chunli,強 百裂脚,236HK,specials,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:046:od_百裂脚,,official_active_ambiguous,"{""active"":""8-33 8-9, 14-15, 20-21, 26-27, 32-33"",""block_adv"":""-3"",""input"":""236KK"",""move_group"":""specials"",""move_name"":""OD 百裂脚"",""recovery"":""21"",""startup"":""8""}",chunli_043_2_3_6_k_k,chunli,OD 百裂脚,236KK,specials,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:047:百裂連脚,,official_active_ambiguous,"{""active"":""11- 46 11-12, 18-19, 24-25, 31-32, 46"",""block_adv"":""-13"",""input"":""KK"",""move_group"":""specials"",""move_name"":""百裂連脚"",""recovery"":""25"",""startup"":""11""}",chunli_044_k_k,chunli,百裂連脚,KK,specials,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:048:弱_空中百裂脚,,official_active_ambiguous,"{""active"":""8-21 8-9, 14-15, 20-21"",""input"":""236LK"",""move_group"":""specials"",""move_name"":""弱 空中百裂脚"",""recovery"":""着地後15"",""startup"":""8""}",chunli_045_2_3_6_lk,chunli,弱 空中百裂脚,236LK,specials,,,,,,,
official_raw,official,20260412T161511Z-31b9e71d,20260412T161511Z-31b9e71d:必殺技:049:中_空中百裂脚,,official_active_ambiguous,"{""active"":""10-30 10-11, 16-17, 22-23, 29-30"",""input"":""236MK"",""move_group"":""specials"",""move_name"":""中 空中百裂脚"",""recovery"":""着地後15"",""startup"":""10""}",chunli_046_2_3_6_mk,chunli,中 空中百裂脚,236MK,specials,,,,,,,
